customer_id,country,total_orders,total_items,total_revenue,average_order_value,first_purchase_date,last_purchase_date,recency,frequency,churn_status
16793,United Kingdom,1,146,243.84,243.84,2011-10-13,2011-10-13,57,1,Active
16794,United Kingdom,10,923,1196.50,119.65,2011-06-12,2011-12-08,1,10,Active
16795,United Kingdom,1,239,414.88,414.88,2010-12-09,2010-12-09,365,1,Churned
16796,United Kingdom,1,186,305.62,305.62,2011-09-11,2011-09-11,89,1,At Risk
16800,United Kingdom,1,524,1162.65,1162.65,2011-11-28,2011-11-28,11,1,Active
16801,United Kingdom,4,493,1594.23,398.56,2011-03-11,2011-06-29,163,4,Churned
16803,United Kingdom,1,245,332.30,332.30,2011-10-05,2011-10-05,65,1,At Risk
16804,United Kingdom,3,246,536.99,179.00,2011-03-14,2011-11-16,23,3,Active
16805,United Kingdom,2,539,460.59,230.30,2010-12-14,2011-06-19,173,2,Churned
16806,United Kingdom,4,356,762.16,190.54,2011-04-14,2011-08-28,103,4,At Risk
16807,United Kingdom,3,778,1121.59,373.86,2011-03-14,2011-07-20,142,3,Churned
16808,United Kingdom,2,196,288.42,144.21,2011-03-10,2011-09-01,99,2,At Risk
16809,United Kingdom,5,652,914.69,182.94,2011-03-22,2011-11-16,23,5,Active
16810,United Kingdom,1,114,309.54,309.54,2011-05-31,2011-05-31,192,1,Churned
16811,United Kingdom,2,477,547.07,273.54,2011-11-22,2011-12-05,4,2,Active
16812,United Kingdom,1,81,479.35,479.35,2010-12-14,2010-12-14,360,1,Churned
16813,United Kingdom,10,1501,1652.18,165.22,2011-05-19,2011-12-01,8,10,Active
16814,United Kingdom,21,2697,6416.70,305.56,2010-12-05,2011-11-25,14,21,Active
16816,United Kingdom,4,274,417.06,104.27,2010-12-16,2011-08-28,103,4,At Risk
16817,United Kingdom,9,822,1604.75,178.31,2010-12-06,2011-12-07,2,9,Active
16818,United Kingdom,11,2164,3349.57,304.51,2011-05-18,2011-11-29,10,11,Active
16820,United Kingdom,1,307,497.61,497.61,2011-09-05,2011-09-05,95,1,At Risk
16823,United Kingdom,1,136,358.38,358.38,2011-04-26,2011-04-26,227,1,Churned
16824,United Kingdom,2,236,460.64,230.32,2011-06-28,2011-11-24,15,2,Active
16825,United Kingdom,2,566,775.18,387.59,2011-06-07,2011-11-01,38,2,Active
16826,United Kingdom,1,158,341.70,341.70,2011-10-19,2011-10-19,51,1,Active
16828,United Kingdom,2,59,128.50,64.25,2011-08-19,2011-09-07,93,2,At Risk
16829,United Kingdom,1,99,197.22,197.22,2011-07-06,2011-07-06,156,1,Churned
16830,United Kingdom,1,264,325.91,325.91,2011-11-01,2011-11-01,38,1,Active
16832,United Kingdom,3,33,199.15,66.38,2011-05-06,2011-06-08,184,3,Churned
16833,United Kingdom,4,440,1106.53,276.63,2011-01-09,2011-12-08,1,4,Active
16834,United Kingdom,1,358,413.46,413.46,2011-04-26,2011-04-26,227,1,Churned
16835,United Kingdom,2,61,180.85,90.43,2010-12-01,2011-08-03,128,2,Churned
16836,United Kingdom,2,165,251.87,125.94,2011-08-15,2011-10-31,39,2,Active
16837,United Kingdom,11,1563,3170.98,288.27,2011-04-08,2011-11-08,31,11,Active
16838,United Kingdom,2,185,588.85,294.43,2011-02-24,2011-05-26,197,2,Churned
16839,United Kingdom,34,8975,16594.35,488.07,2010-12-05,2011-12-01,8,34,Active
16841,United Kingdom,6,2250,1869.82,311.64,2011-02-25,2011-11-03,36,6,Active
16842,United Kingdom,3,693,1264.19,421.40,2011-02-10,2011-08-31,100,3,At Risk
16843,United Kingdom,16,10159,10196.57,637.29,2011-01-16,2011-10-28,42,16,Active
16846,United Kingdom,1,135,214.32,214.32,2011-10-20,2011-10-20,50,1,Active
16847,United Kingdom,1,78,193.44,193.44,2011-10-27,2011-10-27,43,1,Active
16848,United Kingdom,1,182,281.42,281.42,2011-10-18,2011-10-18,52,1,Active
16849,United Kingdom,1,33,124.57,124.57,2011-06-06,2011-06-06,186,1,Churned
16850,United Kingdom,1,249,332.41,332.41,2011-01-10,2011-01-10,333,1,Churned
16851,United Kingdom,3,271,342.45,114.15,2011-10-19,2011-12-05,4,3,Active
16852,United Kingdom,2,56,144.91,72.46,2011-06-16,2011-11-29,10,2,Active
16855,United Kingdom,2,164,328.40,164.20,2011-10-27,2011-11-16,23,2,Active
16856,United Kingdom,1,12,35.40,35.40,2011-11-25,2011-11-25,14,1,Active
16858,United Kingdom,1,91,375.69,375.69,2010-12-06,2010-12-06,368,1,Churned
16859,United Kingdom,2,827,747.81,373.91,2011-03-23,2011-07-18,144,2,Churned
16861,United Kingdom,2,140,173.76,86.88,2011-07-04,2011-10-11,59,2,Active
16863,United Kingdom,2,409,502.80,251.40,2010-12-08,2011-11-08,31,2,Active
16866,United Kingdom,3,60,207.74,69.25,2011-07-01,2011-07-22,140,3,Churned
16869,United Kingdom,4,583,817.12,204.28,2011-06-17,2011-11-17,22,4,Active
16871,United Kingdom,6,1253,2812.34,468.72,2011-03-14,2011-11-17,22,6,Active
16872,United Kingdom,3,600,680.02,226.67,2011-06-08,2011-09-23,77,3,At Risk
16873,United Kingdom,6,3840,7123.62,1187.27,2010-12-10,2011-12-05,4,6,Active
16875,United Kingdom,5,1069,2095.53,419.11,2011-01-04,2011-10-03,67,5,At Risk
16877,United Kingdom,6,458,846.62,141.10,2011-05-15,2011-11-27,12,6,Active
16878,United Kingdom,1,12,13.30,13.30,2011-09-16,2011-09-16,84,1,At Risk
16880,United Kingdom,7,746,1491.43,213.06,2011-06-03,2011-11-09,30,7,Active
16881,United Kingdom,1,600,432.00,432.00,2011-10-04,2011-10-04,66,1,At Risk
16882,United Kingdom,3,424,705.12,235.04,2011-01-26,2011-10-04,66,3,At Risk
16883,United Kingdom,2,103,272.48,136.24,2010-12-03,2011-06-05,187,2,Churned
16884,United Kingdom,2,320,429.84,214.92,2011-11-02,2011-11-02,37,2,Active
16885,United Kingdom,3,178,450.41,150.14,2010-12-17,2011-11-24,15,3,Active
16887,United Kingdom,1,156,192.33,192.33,2011-11-04,2011-11-04,35,1,Active
16889,United Kingdom,3,925,1578.67,526.22,2011-01-07,2011-05-29,194,3,Churned
16891,United Kingdom,5,265,742.43,148.49,2010-12-03,2011-12-08,1,5,Active
16892,United Kingdom,5,236,518.19,103.64,2011-06-09,2011-12-08,1,5,Active
16893,United Kingdom,1,62,145.93,145.93,2010-12-08,2010-12-08,366,1,Churned
16895,United Kingdom,1,91,202.27,202.27,2011-10-06,2011-10-06,64,1,At Risk
16897,United Kingdom,2,73,289.78,144.89,2011-01-30,2011-02-13,299,2,Churned
16898,United Kingdom,3,412,501.03,167.01,2010-12-06,2011-11-13,26,3,Active
16899,United Kingdom,6,520,1271.06,211.84,2010-12-14,2011-12-02,7,6,Active
16900,United Kingdom,3,833,887.11,295.70,2011-10-07,2011-11-23,16,3,Active
16902,United Kingdom,1,629,1706.88,1706.88,2011-08-15,2011-08-15,116,1,At Risk
16903,United Kingdom,1,247,363.20,363.20,2011-11-10,2011-11-10,29,1,Active
16904,United Kingdom,16,1984,3653.75,228.36,2010-12-07,2011-12-05,4,16,Active
16905,United Kingdom,7,1381,3037.60,433.94,2010-12-03,2011-12-04,5,7,Active
16906,United Kingdom,4,263,559.59,139.90,2011-04-05,2011-09-19,81,4,At Risk
16907,United Kingdom,5,286,928.76,185.75,2010-12-09,2011-11-10,29,5,Active
16909,United Kingdom,1,436,379.14,379.14,2011-09-28,2011-09-28,72,1,At Risk
16910,United Kingdom,8,884,1508.96,188.62,2011-09-09,2011-12-05,4,8,Active
16912,United Kingdom,11,1025,2555.58,232.33,2011-01-20,2011-11-11,28,11,Active
16913,United Kingdom,1,82,113.44,113.44,2011-02-22,2011-02-22,290,1,Churned
16914,United Kingdom,1,112,183.76,183.76,2011-11-03,2011-11-03,36,1,Active
16915,United Kingdom,6,132,621.68,103.61,2011-03-01,2011-11-30,9,6,Active
16916,United Kingdom,2,431,562.41,281.21,2010-12-02,2011-11-16,23,2,Active
16917,United Kingdom,1,232,391.52,391.52,2011-03-08,2011-03-08,276,1,Churned
16918,United Kingdom,6,721,1068.82,178.14,2011-01-26,2011-10-21,49,6,Active
16919,United Kingdom,11,1403,2592.25,235.66,2010-12-06,2011-07-06,156,11,Churned
16921,United Kingdom,1,154,154.18,154.18,2011-10-09,2011-10-09,61,1,At Risk
16923,United Kingdom,19,3344,7069.08,372.06,2010-12-12,2011-11-27,12,19,Active
16924,United Kingdom,3,467,829.89,276.63,2011-09-16,2011-11-18,21,3,Active
16926,United Kingdom,1,35,230.25,230.25,2010-12-03,2010-12-03,371,1,Churned
16927,United Kingdom,3,993,543.05,181.02,2010-12-13,2011-08-16,115,3,At Risk
16928,United Kingdom,17,2092,2814.70,165.57,2010-12-01,2011-09-20,80,17,At Risk
16929,United Kingdom,7,929,1295.39,185.06,2011-07-07,2011-12-06,3,7,Active
16930,United Kingdom,3,339,378.89,126.30,2011-10-02,2011-11-13,26,3,Active
16931,United Kingdom,21,3134,4554.87,216.90,2010-12-05,2011-12-04,5,21,Active
16932,United Kingdom,1,82,150.23,150.23,2011-10-17,2011-10-17,53,1,Active
16933,United Kingdom,2,288,563.23,281.62,2011-04-14,2011-12-08,1,2,Active
16934,United Kingdom,2,397,931.03,465.52,2011-10-16,2011-10-16,54,2,Active
16936,United Kingdom,1,171,261.90,261.90,2011-11-14,2011-11-14,25,1,Active
16938,United Kingdom,4,2533,2711.68,677.92,2011-02-04,2011-12-01,8,4,Active
16940,United Kingdom,3,2169,3049.88,1016.63,2011-02-23,2011-10-18,52,3,Active
16942,United Kingdom,9,805,1904.99,211.67,2011-04-26,2011-11-27,12,9,Active
16943,United Kingdom,3,145,816.73,272.24,2011-01-25,2011-05-12,211,3,Churned
16945,United Kingdom,19,2725,4345.50,228.71,2010-12-16,2011-11-18,21,19,Active
16947,United Kingdom,1,312,406.48,406.48,2011-04-18,2011-04-18,235,1,Churned
16948,United Kingdom,3,1614,435.02,145.01,2011-01-18,2011-07-24,138,3,Churned
16949,United Kingdom,6,791,1286.27,214.38,2011-01-27,2011-12-06,3,6,Active
16950,United Kingdom,3,644,1178.56,392.85,2010-12-07,2011-10-14,56,3,Active
16951,United Kingdom,3,1318,1277.75,425.92,2011-02-08,2011-07-28,134,3,Churned
16952,United Kingdom,2,92,167.61,83.81,2011-08-22,2011-08-22,109,2,At Risk
16953,United Kingdom,1,10,20.80,20.80,2011-11-09,2011-11-09,30,1,Active
16954,United Kingdom,9,1054,2085.08,231.68,2010-12-15,2011-12-09,0,9,Active
16955,United Kingdom,4,266,518.67,129.67,2010-12-01,2011-06-08,184,4,Churned
16956,United Kingdom,1,114,308.74,308.74,2011-11-22,2011-11-22,17,1,Active
16957,United Kingdom,2,172,416.64,208.32,2011-03-03,2011-04-14,239,2,Churned
16959,United Kingdom,1,49,117.35,117.35,2011-09-13,2011-09-13,87,1,At Risk
16960,United Kingdom,3,304,507.05,169.02,2011-04-01,2011-11-01,38,3,Active
16961,United Kingdom,1,125,234.17,234.17,2011-08-15,2011-08-15,116,1,At Risk
16963,United Kingdom,1,35,110.55,110.55,2011-06-05,2011-06-05,187,1,Churned
16965,United Kingdom,1,291,201.19,201.19,2011-04-27,2011-04-27,226,1,Churned
16966,United Kingdom,7,1981,2154.97,307.85,2011-04-13,2011-12-01,8,7,Active
16967,United Kingdom,1,333,319.02,319.02,2011-06-03,2011-06-03,189,1,Churned
16968,United Kingdom,2,326,439.43,219.72,2011-08-24,2011-12-05,4,2,Active
16969,United Kingdom,3,816,650.41,216.80,2011-06-01,2011-10-31,39,3,Active
16971,United Kingdom,1,72,357.21,357.21,2011-11-01,2011-11-01,38,1,Active
16976,United Kingdom,1,88,251.52,251.52,2011-03-17,2011-03-17,267,1,Churned
16978,United Kingdom,1,166,344.33,344.33,2011-09-23,2011-09-23,77,1,At Risk
16979,United Kingdom,6,865,1852.00,308.67,2011-02-15,2011-12-06,3,6,Active
16980,United Kingdom,2,739,1028.46,514.23,2011-02-21,2011-03-29,255,2,Churned
16982,United Kingdom,1,182,384.06,384.06,2011-10-10,2011-10-10,60,1,Active
16983,United Kingdom,7,1335,1905.87,272.27,2010-12-05,2011-11-27,12,7,Active
16984,United Kingdom,2,2380,4459.52,2229.76,2011-08-01,2011-09-12,88,2,At Risk
16985,United Kingdom,10,1832,5464.12,546.41,2010-12-16,2011-11-22,17,10,Active
16986,United Kingdom,2,1040,1873.20,936.60,2011-11-09,2011-11-10,29,2,Active
16987,United Kingdom,7,401,1616.80,230.97,2011-05-18,2011-12-06,3,7,Active
16988,United Kingdom,1,43,126.12,126.12,2011-12-04,2011-12-04,5,1,Active
16989,United Kingdom,6,1233,1133.25,188.88,2011-07-12,2011-12-02,7,6,Active
16990,United Kingdom,1,100,179.00,179.00,2011-05-05,2011-05-05,218,1,Churned
16992,United Kingdom,5,860,1614.31,322.86,2011-02-28,2011-11-29,10,5,Active
16996,United Kingdom,6,544,1456.96,242.83,2010-12-21,2011-11-09,30,6,Active
16997,United Kingdom,3,360,702.00,234.00,2011-01-18,2011-02-24,288,3,Churned
16998,United Kingdom,4,76,295.00,73.75,2011-02-08,2011-07-13,149,4,Churned
16999,United Kingdom,2,294,484.82,242.41,2011-09-26,2011-11-16,23,2,Active
17001,United Kingdom,11,2164,3989.57,362.69,2010-12-16,2011-12-09,0,11,Active
17002,United Kingdom,3,679,1493.73,497.91,2011-02-22,2011-09-15,85,3,At Risk
17004,United Kingdom,2,771,1312.14,656.07,2011-09-08,2011-10-24,46,2,Active
17006,United Kingdom,4,272,781.78,195.45,2011-09-25,2011-12-05,4,4,Active
17007,United Kingdom,6,597,889.93,148.32,2010-12-17,2011-10-20,50,6,Active
17010,United Kingdom,1,118,195.36,195.36,2011-11-21,2011-11-21,18,1,Active
17011,United Kingdom,1,186,270.90,270.90,2011-11-09,2011-11-09,30,1,Active
17014,United Kingdom,3,243,583.43,194.48,2011-10-04,2011-12-01,8,3,Active
17015,United Kingdom,3,1978,1838.61,612.87,2011-06-07,2011-11-11,28,3,Active
17017,United Kingdom,20,6673,8694.26,434.71,2010-12-02,2011-12-07,2,20,Active
17018,United Kingdom,2,176,920.10,460.05,2011-01-18,2011-10-30,40,2,Active
17019,United Kingdom,4,820,1258.08,314.52,2010-12-06,2011-11-28,11,4,Active
17022,United Kingdom,1,108,71.00,71.00,2011-11-08,2011-11-08,31,1,Active
17024,United Kingdom,3,69,95.85,31.95,2011-07-05,2011-10-25,45,3,Active
17025,United Kingdom,3,235,357.77,119.26,2010-12-01,2011-10-10,60,3,Active
17026,United Kingdom,2,97,154.83,77.42,2010-12-05,2011-06-07,185,2,Churned
17027,United Kingdom,6,416,877.56,146.26,2011-01-26,2011-09-22,78,6,At Risk
17029,United Kingdom,2,400,716.00,358.00,2011-04-17,2011-08-21,110,2,At Risk
17030,United Kingdom,1,146,146.87,146.87,2011-10-07,2011-10-07,63,1,At Risk
17031,United Kingdom,2,235,380.35,190.18,2011-07-08,2011-11-28,11,2,Active
17033,United Kingdom,3,750,1030.14,343.38,2010-12-15,2011-09-14,86,3,At Risk
17034,United Kingdom,3,410,745.52,248.51,2011-02-25,2011-11-23,16,3,Active
17035,United Kingdom,2,229,433.53,216.77,2011-02-01,2011-04-08,245,2,Churned
17037,United Kingdom,1,656,1267.32,1267.32,2011-09-13,2011-09-13,87,1,At Risk
17038,United Kingdom,1,28,112.40,112.40,2011-11-09,2011-11-09,30,1,Active
17040,United Kingdom,1,181,449.73,449.73,2011-07-25,2011-07-25,137,1,Churned
17041,United Kingdom,3,927,1071.49,357.16,2010-12-14,2011-11-13,26,3,Active
17042,United Kingdom,5,990,1036.58,207.32,2011-04-06,2011-12-07,2,5,Active
17043,United Kingdom,4,998,1735.18,433.80,2011-03-18,2011-11-07,32,4,Active
17044,United Kingdom,1,504,948.48,948.48,2011-11-14,2011-11-14,25,1,Active
17045,United Kingdom,3,106,339.44,113.15,2011-04-06,2011-08-18,113,3,At Risk
17046,United Kingdom,1,510,642.02,642.02,2011-07-05,2011-07-05,157,1,Churned
17047,United Kingdom,3,533,1100.90,366.97,2011-05-18,2011-09-15,85,3,At Risk
17048,United Kingdom,3,485,925.35,308.45,2011-01-12,2011-08-14,117,3,At Risk
17049,United Kingdom,9,2673,5655.03,628.34,2011-03-09,2011-12-07,2,9,Active
17050,United Kingdom,6,1595,3185.64,530.94,2011-02-13,2011-09-04,96,6,At Risk
17051,United Kingdom,1,179,240.89,240.89,2011-05-29,2011-05-29,194,1,Churned
17052,United Kingdom,1,251,399.09,399.09,2011-11-11,2011-11-11,28,1,Active
17053,United Kingdom,1,122,498.48,498.48,2011-08-01,2011-08-01,130,1,Churned
17054,United Kingdom,5,804,1356.33,271.27,2011-04-08,2011-11-11,28,5,Active
17058,United Kingdom,3,592,1179.89,393.30,2011-04-14,2011-09-19,81,3,At Risk
17059,United Kingdom,5,1850,3080.39,616.08,2010-12-05,2011-11-10,29,5,Active
17060,United Kingdom,1,216,234.24,234.24,2011-03-18,2011-03-18,266,1,Churned
17061,United Kingdom,11,1526,5232.23,475.66,2011-04-21,2011-09-27,73,11,At Risk
17062,United Kingdom,4,418,533.33,133.33,2010-12-05,2011-01-30,313,4,Churned
17063,United Kingdom,7,770,1461.14,208.73,2011-02-23,2011-11-18,21,7,Active
17064,United Kingdom,3,316,855.45,285.15,2011-01-16,2011-10-12,58,3,Active
17068,United Kingdom,21,2164,4552.14,216.77,2010-12-06,2011-11-27,12,21,Active
17069,United Kingdom,9,1506,2709.70,301.08,2010-12-01,2011-11-11,28,9,Active
17070,United Kingdom,1,131,304.24,304.24,2011-08-17,2011-08-17,114,1,At Risk
17071,United Kingdom,9,1197,2429.03,269.89,2011-02-03,2011-11-11,28,9,Active
17073,United Kingdom,4,759,1446.09,361.52,2011-08-22,2011-11-22,17,4,Active
17075,United Kingdom,4,292,834.12,208.53,2011-01-26,2011-11-22,17,4,Active
17076,United Kingdom,3,295,841.08,280.36,2010-12-10,2011-11-03,36,3,Active
17078,United Kingdom,2,788,378.20,189.10,2011-11-03,2011-11-03,36,2,Active
17079,United Kingdom,1,24,118.80,118.80,2011-09-22,2011-09-22,78,1,At Risk
17080,United Kingdom,2,166,287.62,143.81,2011-03-15,2011-11-17,22,2,Active
17081,United Kingdom,2,77,288.91,144.46,2011-10-24,2011-11-14,25,2,Active
17082,United Kingdom,2,1049,2003.85,1001.93,2011-01-25,2011-11-06,33,2,Active
17083,United Kingdom,3,772,1405.78,468.59,2011-02-09,2011-08-22,109,3,At Risk
17084,United Kingdom,2,1702,2747.99,1374.00,2011-11-04,2011-11-04,35,2,Active
17085,United Kingdom,5,785,1562.40,312.48,2010-12-12,2011-08-08,123,5,Churned
17086,United Kingdom,6,1859,2050.08,341.68,2011-10-07,2011-12-02,7,6,Active
17088,United Kingdom,4,868,1991.01,497.75,2011-03-31,2011-11-11,28,4,Active
17090,United Kingdom,7,903,1974.65,282.09,2010-12-20,2011-12-05,4,7,Active
17091,United Kingdom,9,1746,3827.76,425.31,2010-12-07,2011-12-07,2,9,Active
17092,United Kingdom,4,1130,1774.03,443.51,2011-03-07,2011-10-20,50,4,Active
17094,United Kingdom,1,152,302.00,302.00,2011-01-21,2011-01-21,322,1,Churned
17095,United Kingdom,3,618,1324.16,441.39,2011-01-09,2011-11-17,22,3,Active
17096,United Kingdom,4,339,1022.13,255.53,2011-03-23,2011-11-24,15,4,Active
17097,Spain,8,459,954.42,119.30,2010-12-09,2011-12-07,2,8,Active
17100,United Kingdom,2,800,971.74,485.87,2011-11-21,2011-11-21,18,2,Active
17101,United Kingdom,4,815,1621.73,405.43,2011-06-14,2011-11-29,10,4,Active
17102,United Kingdom,1,2,25.50,25.50,2011-03-23,2011-03-23,261,1,Churned
17105,United Kingdom,2,693,665.78,332.89,2011-02-06,2011-07-03,159,2,Churned
17107,United Kingdom,6,4826,10797.48,1799.58,2011-03-06,2011-11-06,33,6,Active
17109,United Kingdom,6,588,881.29,146.88,2011-04-21,2011-11-10,29,6,Active
17110,United Kingdom,1,50,163.30,163.30,2011-06-27,2011-06-27,165,1,Churned
17111,United Kingdom,1,282,231.61,231.61,2011-10-23,2011-10-23,47,1,Active
17114,United Kingdom,8,215,801.12,100.14,2011-01-09,2011-12-04,5,8,Active
17115,United Kingdom,3,372,837.50,279.17,2011-04-20,2011-12-01,8,3,Active
17117,United Kingdom,1,68,116.20,116.20,2011-02-24,2011-02-24,288,1,Churned
17118,United Kingdom,1,154,157.02,157.02,2011-01-26,2011-01-26,317,1,Churned
17119,United Kingdom,2,334,606.91,303.46,2011-10-11,2011-12-06,3,2,Active
17120,United Kingdom,1,120,307.46,307.46,2011-04-20,2011-04-20,233,1,Churned
17122,United Kingdom,1,80,138.32,138.32,2011-08-12,2011-08-12,119,1,At Risk
17123,United Kingdom,1,246,345.30,345.30,2011-07-01,2011-07-01,161,1,Churned
17124,United Kingdom,1,129,294.24,294.24,2011-06-07,2011-06-07,185,1,Churned
17125,United Kingdom,1,281,230.50,230.50,2011-10-20,2011-10-20,50,1,Active
17126,United Kingdom,5,780,989.45,197.89,2010-12-12,2011-07-10,152,5,Churned
17128,United Kingdom,1,76,157.09,157.09,2011-01-09,2011-01-09,334,1,Churned
17131,United Kingdom,5,983,2463.17,492.63,2011-09-25,2011-12-04,5,5,Active
17133,United Kingdom,7,2730,4892.24,698.89,2011-03-18,2011-11-24,15,7,Active
17134,United Kingdom,2,98,413.20,206.60,2011-03-20,2011-08-25,106,2,At Risk
17135,United Kingdom,7,1224,1139.73,162.82,2010-12-03,2011-11-23,16,7,Active
17138,United Kingdom,1,126,380.50,380.50,2011-03-09,2011-03-09,275,1,Churned
17139,United Kingdom,12,5176,10650.77,887.56,2011-02-24,2011-11-24,15,12,Active
17140,United Kingdom,1,296,454.12,454.12,2011-04-06,2011-04-06,247,1,Churned
17142,United Kingdom,1,81,579.00,579.00,2011-04-14,2011-04-14,239,1,Churned
17144,United Kingdom,2,483,984.57,492.29,2011-09-16,2011-12-08,1,2,Active
17146,United Kingdom,3,212,749.78,249.93,2010-12-16,2011-08-26,105,3,At Risk
17147,United Kingdom,4,882,1714.59,428.65,2011-02-01,2011-11-17,22,4,Active
17148,United Kingdom,1,82,124.88,124.88,2011-10-19,2011-10-19,51,1,Active
17152,United Kingdom,3,517,1689.50,563.17,2011-03-21,2011-05-29,194,3,Churned
17153,United Kingdom,1,104,213.78,213.78,2011-11-15,2011-11-15,24,1,Active
17154,United Kingdom,1,490,329.34,329.34,2011-09-25,2011-09-25,75,1,At Risk
17155,United Kingdom,2,242,251.70,125.85,2011-06-15,2011-11-22,17,2,Active
17157,United Kingdom,2,172,319.00,159.50,2011-06-16,2011-12-02,7,2,Active
17158,United Kingdom,3,778,1266.97,422.32,2010-12-14,2011-11-07,32,3,Active
17159,United Kingdom,3,1111,1538.88,512.96,2011-06-21,2011-11-18,21,3,Active
17160,United Kingdom,6,2856,3518.03,586.34,2011-04-12,2011-11-08,31,6,Active
17162,United Kingdom,10,1001,1715.46,171.55,2011-02-07,2011-11-11,28,10,Active
17163,United Kingdom,2,66,293.10,146.55,2011-09-22,2011-11-18,21,2,Active
17164,United Kingdom,7,1501,2467.35,352.48,2011-03-11,2011-11-07,32,7,Active
17165,United Kingdom,1,100,158.68,158.68,2011-02-28,2011-02-28,284,1,Churned
17166,United Kingdom,2,78,206.34,103.17,2011-05-20,2011-11-01,38,2,Active
17169,United Kingdom,2,526,835.78,417.89,2011-06-09,2011-10-13,57,2,Active
17171,United Kingdom,1,185,224.91,224.91,2011-02-23,2011-02-23,289,1,Churned
17172,United Kingdom,1,480,317.76,317.76,2011-09-22,2011-09-22,78,1,At Risk
17173,United Kingdom,8,1122,3766.60,470.83,2011-07-31,2011-12-04,5,8,Active
17174,United Kingdom,1,41,59.90,59.90,2011-05-06,2011-05-06,217,1,Churned
17175,United Kingdom,4,866,1443.69,360.92,2011-02-16,2011-10-26,44,4,Active
17176,United Kingdom,1,170,306.13,306.13,2011-05-22,2011-05-22,201,1,Churned
17179,United Kingdom,3,290,711.79,237.26,2010-12-13,2011-06-14,178,3,Churned
17180,United Kingdom,4,670,783.97,195.99,2011-01-27,2011-10-14,56,4,Active
17181,United Kingdom,2,241,239.92,119.96,2010-12-01,2011-10-13,57,2,Active
17183,United Kingdom,6,1296,3347.31,557.89,2011-08-26,2011-12-02,7,6,Active
17186,United Kingdom,2,200,144.00,72.00,2011-10-10,2011-10-24,46,2,Active
17187,United Kingdom,1,144,203.95,203.95,2011-04-27,2011-04-27,226,1,Churned
17188,United Kingdom,7,1328,2474.23,353.46,2010-12-12,2011-11-28,11,7,Active
17189,United Kingdom,2,226,383.75,191.88,2010-12-15,2011-08-25,106,2,At Risk
17190,United Kingdom,2,161,444.74,222.37,2011-05-16,2011-10-12,58,2,Active
17191,United Kingdom,7,1166,2093.68,299.10,2010-12-06,2011-11-11,28,7,Active
17193,United Kingdom,7,1254,1699.30,242.76,2011-06-16,2011-11-04,35,7,Active
17194,United Kingdom,2,119,262.62,131.31,2010-12-14,2011-03-11,273,2,Churned
17197,United Kingdom,1,191,1013.01,1013.01,2011-11-10,2011-11-10,29,1,Active
17198,United Kingdom,3,357,692.22,230.74,2010-12-03,2011-11-16,23,3,Active
17201,United Kingdom,1,231,289.78,289.78,2011-10-17,2011-10-17,53,1,Active
17203,United Kingdom,6,2846,3560.08,593.35,2011-10-10,2011-11-04,35,6,Active
17204,United Kingdom,4,646,1564.56,391.14,2011-03-21,2011-06-17,175,4,Churned
17205,United Kingdom,1,884,384.08,384.08,2011-10-17,2011-10-17,53,1,Active
17206,United Kingdom,1,76,204.24,204.24,2011-10-17,2011-10-17,53,1,Active
17211,United Kingdom,8,1323,2317.22,289.65,2010-12-05,2011-11-13,26,8,Active
17212,United Kingdom,1,147,226.85,226.85,2011-03-31,2011-03-31,253,1,Churned
17213,United Kingdom,7,1176,2781.23,397.32,2010-12-08,2011-10-30,40,7,Active
17214,United Kingdom,6,272,1059.12,176.52,2010-12-15,2011-10-10,60,6,Active
17217,United Kingdom,1,24,113.50,113.50,2011-04-19,2011-04-19,234,1,Churned
17218,United Kingdom,10,955,1951.97,195.20,2010-12-06,2011-12-05,4,10,Active
17219,United Kingdom,1,89,114.23,114.23,2011-11-08,2011-11-08,31,1,Active
17220,United Kingdom,14,1897,3187.55,227.68,2010-12-10,2011-11-15,24,14,Active
17221,United Kingdom,2,287,334.48,167.24,2011-11-03,2011-12-02,7,2,Active
17222,United Kingdom,1,122,328.65,328.65,2011-10-05,2011-10-05,65,1,At Risk
17223,United Kingdom,2,110,416.89,208.45,2010-12-06,2011-02-02,310,2,Churned
17226,United Kingdom,1,406,393.49,393.49,2011-02-04,2011-02-04,308,1,Churned
17227,United Kingdom,6,741,939.32,156.55,2010-12-06,2011-11-21,18,6,Active
17228,United Kingdom,8,1532,1906.09,238.26,2010-12-02,2011-11-24,15,8,Active
17229,United Kingdom,2,185,318.76,159.38,2011-07-20,2011-09-04,96,2,At Risk
17230,United Kingdom,8,1651,3638.41,454.80,2010-12-15,2011-03-20,264,8,Churned
17231,United Kingdom,10,1724,3124.72,312.47,2010-12-13,2011-11-27,12,10,Active
17232,United Kingdom,2,202,417.77,208.89,2011-11-25,2011-12-07,2,2,Active
17233,United Kingdom,1,131,190.88,190.88,2011-11-04,2011-11-04,35,1,Active
17234,United Kingdom,1,55,149.89,149.89,2011-06-10,2011-06-10,182,1,Churned
17235,United Kingdom,2,224,550.06,275.03,2010-12-02,2011-11-14,25,2,Active
17236,United Kingdom,6,474,916.13,152.69,2010-12-12,2011-11-27,12,6,Active
17237,United Kingdom,2,105,314.69,157.35,2011-11-17,2011-11-28,11,2,Active
